bnum,wt_t00,wt_t00.1,wt_t00.2,wt_t10,wt_t10.1,wt_t10.2,wt_t10_riff,wt_t10_riff.1,wt_t10_riff.2,wt_t30,wt_t30.1,wt_t30.2,wt_t30_riff,wt_t30_riff.1,wt_t30_riff.2,wt_t60,wt_t60.1,wt_t60.2,wt_t60_riff,wt_t60_riff.1,wt_t60_riff.2,ppk_delta_t00,ppk_delta_t00.1,ppk_delta_t00.2,ppk_delta_t10,ppk_delta_t10.1,ppk_delta_t10.2,ppk_delta_t10_riff,ppk_delta_t10_riff.1,ppk_delta_t10_riff.2,ppk_delta_t30,ppk_delta_t30.1,ppk_delta_t30.2,ppk_delta_t30_riff,ppk_delta_t30_riff.1,ppk_delta_t30_riff.2,ppk_delta_t60,ppk_delta_t60.1,ppk_delta_t60.2,ppk_delta_t60_riff,ppk_delta_t60_riff.1,ppk_delta_t60_riff.2
b2398,1.5481322401133776e-06,5.254095084780531e-06,3.867308197391125e-06,1.5050287209909375e-06,1.0921898477977166e-05,6.133413122924421e-06,1.3958414359226e-06,2.9660870652485443e-06,2.9235459407632866e-06,1.5883918206866683e-07,1.195481847035365e-06,0.0,9.444477760228004e-07,2.3164438496088516e-06,5.045817665942573e-06,3.409942743563334e-06,1.848091895660267e-06,7.060220912200587e-06,5.050066916248306e-07,6.17594097098427e-07,2.7484999305362608e-06,3.250373482748342e-05,1.2846732670036884e-05,5.1011391581825515e-05,2.5317689437338615e-05,0.0,4.3421234689662754e-05,1.351326158957646e-05,3.0236071360791523e-05,6.283429365446858e-06,2.3452448702473223e-05,0.0,3.415801299116297e-05,2.71453242465656e-06,0.0,2.2054465528228257e-05,2.7530137962809392e-05,0.0,2.657671467726487e-05,0.0,0.0,1.9530812207192644e-06
b2399,1.8260021293644935e-06,7.552761684372013e-06,8.164317305603486e-06,1.699225975312345e-06,6.06772137665398e-06,4.906730498339536e-06,3.0708511590297098e-06,0.0,4.272874836500187e-06,3.9709795517166654e-08,4.781927388141469e-06,4.844261131104846e-06,2.098772835606228e-06,3.3459744494350016e-06,3.027490599565542e-06,4.5465903247511216e-06,6.776336950754297e-06,4.706813941467057e-06,1.2120160598995953e-06,9.263911456476406e-07,1.177928541658399e-06,3.8478686082535375e-05,1.927009900505531e-05,5.7012731767922694e-05,4.521015970953333e-05,2.5670573443720853e-06,6.224991167898554e-05,2.0443139327820806e-05,1.0078690453597173e-05,3.267383270032363e-05,2.532864459867109e-05,0.0,3.486230191881582e-05,7.517166714433574e-06,0.0,0.0,3.81186525638901e-05,5.0662935071669106e-05,2.5758969610272124e-05,2.9338961325795996e-06,2.4778742464478965e-05,2.73431370900697e-06
b2400,3.358256090092092e-05,0.00010212647321042167,0.00012504296504897952,3.859670429638048e-05,0.00017110974282164248,0.00011745486130400264,5.8067003734380004e-05,6.08047848375952e-05,6.8815773682582e-05,1.7472310027553378e-06,8.786791575709945e-05,9.688522262209691e-05,2.9277881056706844e-05,3.1915448594610794e-05,3.380697836181525e-05,8.08914195278636e-05,7.392367582641052e-05,0.00011814102993082325,2.626034796449121e-05,2.5630155029584727e-05,3.219671347199624e-05,0.0006550936556038823,0.0006496776235988763,0.0008169324328320881,0.0008079055540091244,4.235644618213939e-05,0.0010032995024308207,0.0004805870211471264,0.0005543279749477703,0.0005818455592402307,0.0007546997992453036,0.0009244318837616958,0.000765209919894549,0.00011025177847835896,0.00040290081063994903,0.00011762381615055063,0.0006035453322613376,0.0016381015673169368,0.0006979454146781209,4.7920303498800156e-05,4.955748492895785e-05,5.7029971645002425e-05
b2401,7.820052597495767e-06,2.5285332595506274e-05,3.8028530607679426e-05,7.2338477234725416e-06,4.247404963657798e-05,3.986718529900869e-05,1.2004236348934323e-05,4.94347844208091e-06,1.7541275644579773e-05,9.133252968948345e-07,1.315030031738905e-05,2.301024037274799e-05,6.9259503575005224e-06,4.375505049261157e-06,9.587053565290897e-06,1.667083119075408e-05,1.2320612637735112e-05,2.306338831318863e-05,4.040053532998647e-06,3.3967675340413488e-06,4.319071319414134e-06,2.437780112061249e-05,1.00938613836004e-05,8.476893012862211e-05,2.8482400617005948e-05,6.417643360930225e-06,5.264344382729044e-05,1.5938718797961994e-05,3.527541658759029e-05,3.393051857341297e-05,3.236437920941304e-05,0.0003081439612539294,3.239729067203083e-05,3.3409629841927003e-06,9.480019073881142e-05,1.470297701881883e-05,2.3294732122377182e-05,0.00025331467535834513,4.170499841663122e-05,2.4449134438163333e-06,9.91149698579157e-05,2.3436974648631175e-06
b2402,6.629181643562402e-06,2.6927237309500228e-05,2.878996102502275e-05,6.699805274088688e-06,6.067721376653981e-05,3.312043086379182e-05,1.0608394913011737e-05,3.9547827536647305e-06,1.5292394151684915e-05,7.941959103433342e-07,1.6139004934977464e-05,2.301024037274799e-05,5.876563939697442e-06,3.6033570993915414e-06,1.009163533188511e-05,1.667083119075408e-05,9.240459478301293e-06,2.0474640645381638e-05,2.121028104824289e-06,2.7791734369429215e-06,3.1411427777557337e-06,1.864184791576249e-05,1.00938613836004e-05,6.0013401860971274e-05,2.667399422862465e-05,8.984700705302304e-06,4.0347164977120274e-05,1.8364176006347503e-05,3.0236071360791523e-05,3.267383270032363e-05,2.9550085365116282e-05,0.0004108586150052394,3.134085728055158e-05,2.296912051632473e-06,4.7400095369405766e-05,2.940595403763766e-05,3.81186525638901e-05,0.00015198880521500723,3.311867521320703e-05,3.4228788213428663e-06,4.955748492895785e-05,1.9530812207192644e-06
b2403,2.9771773848334154e-06,8.53790451276837e-06,9.023719127245955e-06,1.9905218567944635e-06,1.4562531303969553e-05,7.973437059801737e-06,3.9083560205832684e-06,2.471739221040455e-06,4.497762985789673e-06,3.9709795517166655e-07,8.368372929247574e-06,2.422130565552423e-06,2.623466044507785e-06,1.8016785496957707e-06,5.550399432536834e-06,6.819885487126676e-06,4.928245055094037e-06,1.059033136830088e-05,1.3130173982245605e-06,1.8527822912952813e-06,1.177928541658399e-06,7.169941506062488e-06,6.423366335018429e-06,2.4755528267650702e-05,1.1302539927383312e-05,2.5670573443720853e-06,1.7291642133051543e-05,6.583383851332115e-06,2.5196726133992938e-05,1.1310172857804336e-05,1.3133371273385011e-05,0.0003081439612539294,1.0212189450966242e-05,1.4616713055843044e-06,2.3700047684702856e-05,3.675744254704701e-05,6.353108760648339e-06,0.00010132587014333789,1.4719411205869776e-05,3.9118615101061325e-06,2.4778742464478965e-05,3.124929953150823e-06
b2404,2.778698892511189e-07,1.6419047139939137e-06,1.7188036432849374e-06,5.825917629642319e-07,0.0,4.600059842193319e-06,1.1166731487380755e-06,0.0,1.1244407464474176e-06,3.9709795517166654e-08,0.0,0.0,5.246932089015565e-07,5.147652999130777e-07,1.513745299782771e-06,1.1366475811877779e-06,1.848091895660267e-06,3.2947697590269343e-06,0.0,0.0,0.0,4.540962953839582e-06,2.7528712864364746e-06,2.2505025697864267e-06,6.781523956429979e-06,0.0,2.3055522844068724e-06,1.385975547648869e-06,0.0,6.283429365446858e-06,7.0357346107419545e-06,0.0,3.873589102090646e-06,2.0881018651204377e-07,0.0,7.351488509409428e-06,2.1177029202161082e-06,1.6887645023889677e-05,4.906470401956581e-06,0.0,0.0,0.0
b2405,6.271920357382413e-06,2.5613713538305092e-05,2.10553446302405e-05,5.874466943222667e-06,4.854177101323184e-05,2.729368839701367e-05,4.466692594952309e-06,5.437826286289e-06,1.7091499346000695e-05,3.9709795517166655e-07,1.315030031738905e-05,1.816597924164317e-05,2.7284046862880935e-06,3.3459744494350016e-06,4.541235899348323e-06,1.1745358338940365e-05,1.786488832471587e-05,2.5887476678068875e-05,2.929038811424017e-06,9.263911456476406e-07,3.926428472194659e-06,8.938527077557919e-05,0.00011745584155462288,0.00019279305347837076,0.00016999020050784518,6.417643360930225e-06,0.00016753679933356597,4.989511971535933e-05,8.566886885557617e-05,7.037440889300477e-05,0.00012054558633071254,5.135732687565494e-05,0.00012712415144133858,1.2946231563746696e-05,7.110014305410858e-05,1.470297701881883e-05,0.00013341528397361487,0.00038841583554946276,0.00014760298459219406,9.77965377526532e-06,0.0,7.81232488287704e-06
b2406,3.8107870525867703e-06,1.7075809025536767e-05,1.8262288709902582e-05,4.417987535812101e-06,2.791151833260824e-05,1.5946874119603492e-05,4.1875243077677925e-06,3.4604349094566412e-06,1.1919071912342631e-05,3.1767836413733365e-07,1.255255939387135e-05,1.2110652827762114e-05,3.882729745871516e-06,5.147652999130778e-06,8.073308265508125e-06,9.66150444009614e-06,9.85649011018809e-06,1.506180461269455e-05,1.7170227515244278e-06,3.3967675340413488e-06,4.711714166633596e-06,6.524646770516867e-05,6.05631683016024e-05,9.90221130706029e-05,8.770770983649443e-05,2.5670573443720853e-06,0.00012373130592983526,2.9451980387538533e-05,6.0472142721583046e-05,3.644389031959173e-05,8.255261943270564e-05,0.0002567866343782747,8.5218960245994e-05,3.1321527976806478e-06,2.3700047684702856e-05,2.2054465528228257e-05,7.411960220756372e-05,0.0002195393853105661,8.054788909878736e-05,1.4669480662897998e-06,2.4778742464478965e-05,2.73431370900697e-06
b2407,1.1511752554689217e-06,6.895999798774444e-06,4.726710019033594e-06,1.6021273481516436e-06,1.698961985463117e-05,9.813460996679072e-06,2.2333462974761587e-06,1.4830435326242755e-06,3.373322239342258e-06,0.0,4.184186464623787e-06,0.0,1.3642023431440495e-06,2.059061199652311e-06,3.5320723661598025e-06,3.978266534157223e-06,8.008398214527806e-06,7.766243003420647e-06,1.11101472157463e-06,9.263911456476406e-07,3.9264284721946603e-07,1.0754912259093747e-05,1.1929108907891371e-05,1.1252512848932153e-05,1.4015149509955305e-05,1.28352867218604e-06,1.613886599084812e-05,9.701828833542083e-06,1.0078690453597173e-05,5.026743492357479e-06,1.4071469221483941e-05,0.0,1.5494356408362585e-05,5.637875035825173e-06,0.0,2.2054465528228257e-05,1.0588514601080543e-05,0.0,1.1857303471395095e-05,0.0,2.4778742464478965e-05,1.9530812207192644e-06
b2408,1.9847849232222768e-06,2.2986665995914816e-06,3.0079063757486572e-06,6.79690390124938e-07,2.0630252680623557e-05,3.066706561462219e-06,0.0,9.886956884161795e-07,1.5742170450263863e-06,0.0,1.7932227705530473e-06,1.2110652827762115e-06,4.1975456712124507e-07,2.573826499565386e-07,1.009163533188511e-06,2.2732951623755557e-06,6.160306318867548e-06,4.000791850246996e-06,2.0200267664993235e-07,0.0,3.9264284721946603e-07,1.3144892761114584e-05,1.00938613836004e-05,2.1754858174602116e-05,2.0796673466385322e-05,0.0,2.1134229273729665e-05,7.969359398980983e-06,2.5196726133992938e-05,7.540115238536238e-06,1.3602420247434475e-05,0.0,1.9367945510453233e-05,2.5057222381445246e-06,4.7400095369405766e-05,0.0,1.6941623361728846e-05,3.3775290047779354e-05,1.4719411205869776e-05,4.889826887632666e-07,2.4778742464478965e-05,3.906162441438529e-07
b2409,2.540524701724516e-06,1.6419047139939135e-05,1.4609830967922017e-05,4.660734103713874e-06,2.427088550661592e-05,1.0426802308971507e-05,5.3041974565058685e-06,3.4604349094566412e-06,4.497762985789673e-06,3.1767836413733365e-07,6.575150158694517e-06,1.9377044524419407e-05,1.1543250595834222e-06,1.8016785496957707e-06,1.513745299782771e-06,8.90373938597094e-06,9.240459478301293e-06,1.1767034853667642e-05,7.070093682747629e-07,3.087970485492135e-07,7.85285694438933e-07,6.357348135375409e-05,7.249227720949388e-05,0.00011402546353584582,0.00010895648489997539,1.28352867218604e-05,0.00011758316650475049,2.91054865006263e-05,3.0236071360791523e-05,4.398400555812788e-05,7.786212969221098e-05,0.0002054293075026194,8.099322668007699e-05,4.38501391675291e-06,9.480019073881142e-05,0.0,0.00011647366061188576,0.0005572922857883596,8.872533976871524e-05,2.4449134438163333e-06,0.0,5.078011173870087e-06
b2410,8.415488074462468e-06,3.7763808421860126e-05,3.910278288473247e-05,1.194313114076676e-05,7.1599112244517e-05,5.5814059418612233e-05,1.5075087507964039e-05,2.9166522808277388e-05,3.05847883033697e-05,3.5738815965450007e-07,2.2116414170154288e-05,3.9965154331615055e-05,7.765459491743053e-06,1.0552688648218103e-05,1.5137452997827711e-05,2.576401184025634e-05,2.279313337980992e-05,4.189064407905689e-05,6.565086991122773e-06,1.0499099650673249e-05,7.852856944389329e-06,0.00015080776967751444,0.00018811287123982572,0.00026180846561848776,0.00021429615702318788,1.28352867218604e-05,0.00024400428343306072,0.0001008297210914551,0.00013102297589676326,0.00010933167095877506,0.00017448621834640095,0.00010271465375130998,0.00019790518867044934,1.5660763988403274e-05,0.00011850023842351428,3.675744254704701e-05,0.0002731836767078777,0.000506629350716691,0.00019666768861176023,1.4180497974134679e-05,4.955748492895785e-05,1.015602234774016e-05
b4546,3.6916999571934334e-06,8.866285455567149e-06,7.94946685019286e-06,2.8644095012408137e-06,1.0921898477977166e-05,6.7467544352168535e-06,3.6291877333987507e-06,4.44913059787282e-06,6.071980030816059e-06,2.779685686201671e-07,4.781927388141469e-06,4.844261131104846e-06,2.4135887609471585e-06,1.8016785496957707e-06,4.541235899348323e-06,8.145974331845747e-06,4.312214423207281e-06,1.059033136830088e-05,3.030040149748982e-06,3.3967675340413488e-06,3.5337856249751965e-06,3.800068998213112e-05,8.258613859309427e-06,6.151373690749556e-05,4.249755012696109e-05,3.8505860165581245e-06,5.110640897101892e-05,1.62852126848742e-05,5.0393452267985876e-05,3.644389031959173e-05,3.095723228726468e-05,0.00010271465375130998,4.789164708039346e-05,1.5451953801891223e-05,7.110014305410858e-05,0.0,2.964784088302549e-05,5.0662935071669106e-05,4.129612588313458e-05,9.77965377526532e-06,0.0,2.187450967205567e-05
b2411,1.841880408750273e-05,5.451123650459808e-05,6.509968798941714e-05,2.126459934819451e-05,7.645328934584033e-05,8.402775978406463e-05,1.926261181573187e-05,2.6200435743028848e-05,3.3733222393422577e-05,9.53035092411999e-07,6.276279696935675e-05,4.117621961439115e-05,1.0703741461591747e-05,1.1839601898000777e-05,1.6651198297610483e-05,4.072987165922879e-05,6.529924697999602e-05,7.224959400151939e-05,7.373097697722507e-06,8.646317359377953e-06,8.638142638828255e-06,0.00011973802315124378,0.00020187722767200797,0.00015828534740831203,0.00017812802925556105,5.13411468874416e-06,0.00019750897903085554,7.969359398980984e-05,0.00018141642816474915,0.00010556161333950715,0.0001242979781231083,0.0009244318837616958,0.0001524785528368407,1.2528611190722608e-05,0.00011850023842351428,4.410893105645662e-05,0.00010800284893102155,0.0003377529004777935,0.00016109577819757473,1.4669480662897998e-06,0.00012389371232239484,7.031092394589336e-06
b2412,9.665902576091158e-05,0.0003270674190275833,0.0003746991942360132,0.00010549765841006172,0.0007087098567931136,0.00039437846380392194,8.458799101685237e-05,6.377087190284374e-05,0.00010839608795753112,5.281402803783172e-06,0.00027854727035917664,0.00026643436221071717,3.284579487723741e-05,3.50040403940893e-05,4.9953594892831544e-05,0.00022448789728456966,0.00024702828338657505,0.00039772577805383233,1.848324491346881e-05,2.5630155029584727e-05,2.0417428055412254e-05,0.0010398805164290547,0.0008478843562224215,0.0014965842089075814,0.00151770506144865,7.829524900334329e-05,0.0015939051459531643,0.0004355428158484737,0.0005996820819889547,0.0005554551559054198,0.00112853183156271,0.0021056504019016406,0.0012789886926174757,7.078665322758273e-05,0.0004977010013783126,0.00011762381615055063,0.0012049729616026431,0.003901046000517969,0.0012311151983574041,2.5427099815689838e-05,0.00012389371232239484,4.453025183239916e-05
b2413,9.765141822253587e-06,3.612190370786618e-05,3.824338106309004e-05,8.496129876561726e-06,7.281265651984777e-05,4.017385595515487e-05,1.4237582646410473e-05,1.7796522391491295e-05,2.8111018661185504e-05,1.2707134565493382e-06,2.63006006347781e-05,2.66434362210767e-05,7.765459491743053e-06,1.6215106947261942e-05,1.715578006420477e-05,1.6860272454285374e-05,3.0185500962450982e-05,3.812519292588318e-05,8.2821097426472e-06,8.955114407927212e-06,1.5313071041559165e-05,2.581178942182498e-05,3.303445543723755e-05,5.626256424466055e-05,3.797653415600796e-05,1.28352867218604e-06,5.687028968203605e-05,1.7324694345610863e-05,4.031476181438869e-05,1.1310172857804336e-05,3.5647722027759405e-05,5.135732687565494e-05,4.0496613340038676e-05,4.8026342897769975e-06,4.7400095369405766e-05,0.0,3.600094964367396e-05,6.755058009555878e-05,3.0665440012228705e-05,9.77965377526532e-07,0.0,3.515546197294676e-06
b2414,0.0005365667561438837,0.0018300669942176199,0.002335854151224178,0.000765913971043612,0.0035884504221530655,0.0032902694697927873,0.00060551601490318,0.0006233726315463433,0.0008158942056221682,3.029857397959783e-05,0.0018099595164114818,0.002523860049305584,0.00021501927700782222,0.00026330245090552264,0.00032040942178726366,0.0016024836482112289,0.00177724837299321,0.0031832182686141208,9.423424865719365e-05,0.0001281507751478647,9.227106909657456e-05,0.01573371964090344,0.01472510851114854,0.022753331148063743,0.01959724792929118,0.0010858652566693471,0.027405715746030273,0.004349191268522027,0.005276194452457895,0.0065460767129225435,0.01801523299529159,0.02999267889538193,0.020444098991906762,0.0009782757238088512,0.006944113971617662,0.0016540849146171165,0.013241996360111287,0.04856886708870644,0.01883757536324524,0.00041954714695876237,0.002552210473840966,0.0007624829085686476
b2415,9.002984411735284e-05,0.0002824076108069536,0.00032420933721451434,0.00011612995808417782,0.00037741226962785475,0.00029593718318098234,0.00011529650260716555,9.442043824372998e-05,0.0001493257311281243,3.3356228234420057e-06,0.00021937091893096,0.0001998257716579722,6.83150557989347e-05,5.919800948999474e-05,9.940260801902766e-05,0.00022941337013632234,0.00020144201662691618,0.00029088110158262707,4.635961429115948e-05,4.5393166136734385e-05,3.651578479141033e-05,0.000685446407979466,0.0004487180196890848,0.0008461889662393929,0.0007315003841000745,4.235644618213939e-05,0.0010801512452443527,0.0003548097401981113,0.000307400058834714,0.0003707223325613641,0.0008058261374166638,0.0006162879225077973,0.0007359819293969661,7.579809770387187e-05,9.480019073881142e-05,8.086637360350362e-05,0.0003960104460803376,0.0005741799308122499,0.00063334355438576,2.738303057074285e-05,2.4778742464478965e-05,3.203053201979591e-05
b2416,0.000458882274248971,0.0015699892875209811,0.0016966740463776212,0.0005539476679517868,0.0023081612116790614,0.001801996775515161,0.0006258952998676772,0.0009135548160965119,0.0010396579141651666,2.0569674077888633e-05,0.0016085208251860447,0.0013127947665293467,0.00034997037033732554,0.0004900565655172344,0.0004970130400953332,0.001159380532811465,0.0014618406894672331,0.0017248119688505381,0.0002399791798600658,0.000286872458102171,0.00024972085083148983,0.004214491617263424,0.005400215840226162,0.004899344094425012,0.005382269513419693,0.0003606715568842423,0.00625611612373768,0.002459760103189675,0.0038047056462328795,0.002669200794441775,0.0048865522116471015,0.006830524474462035,0.004658871256423366,0.00040321247015461176,0.0008532017166490954,0.00041903484503627494,0.004305290036799168,0.008173620191562442,0.004459163850311349,0.00011833381068071049,0.00017345119725135268,0.0001308564417881905
b2417,0.0002487729422766717,0.0006035641728640546,0.0006941818214315964,0.00027595429839070426,0.0010193771912777375,0.000727422796378677,0.000314901827944125,0.0002501400091692375,0.00041514352358837115,1.5010302705482054e-05,0.0004620537338790908,0.0005413461814009365,0.0001768216113998234,0.0001423326054259409,0.00025077713799727554,0.0006261033759708621,0.0005365626803733585,0.0006968438040341476,0.00017685334340697398,0.00013895867184713747,0.00016726585291543093,0.0021304286195012465,0.00201326653414698,0.0022332487167511786,0.002564320258724613,0.00014247168261260744,0.0027067183818932352,0.000948353768478585,0.0011036166046685886,0.0010191722430752323,0.002106967991430068,0.0027732956512850878,0.002266401769186775,0.00018604987618215253,0.00023700047684702857,0.0002573020978293296,0.00182757762014633,0.0029046749441090217,0.0018734539484802572,6.161181878417152e-05,4.955748492895785e-05,7.265462141075654e-05
b2418,1.1154491268509187e-05,3.7763808421860126e-05,4.404434335917664e-05,1.1894581827186416e-05,6.917202369385545e-05,3.649380808140034e-05,1.1445899774565303e-05,1.8785218079907476e-05,1.8890604540316604e-05,7.941959103433341e-08,2.3909636940707392e-05,2.0588109807195648e-05,8.080275417083961e-06,4.375505049261157e-06,1.2614544164856457e-05,2.6711218157912808e-05,3.3881684753771524e-05,3.7419170834663116e-05,5.6560749461981035e-06,9.263911456476406e-06,7.852856944389329e-06,0.00011113409334396874,8.809188116596725e-05,0.00012977898152435047,0.00014241200308502997,6.417643360930225e-06,0.0001379488783503445,4.643018084623703e-05,8.062952362877739e-05,6.0320921908289595e-05,0.00010365982326493178,0.00035950128812958467,0.00013275846286256118,1.273742137723466e-05,0.00018960038147762285,1.470297701881883e-05,0.00012917987813318256,0.00030397761043001446,0.00012266176004891487,5.867792265159199e-06,7.433622739343698e-05,1.5234033521610245e-05
b2419,1.1511752554689217e-06,1.3135237711951358e-06,1.9336540986955626e-06,6.79690390124938e-07,2.4270885506615922e-06,9.200119684386623e-07,8.375048615535586e-07,9.886956884161795e-07,4.497762985789672e-07,7.941959103433341e-08,0.0,0.0,1.0493864178031141e-07,0.0,1.009163533188511e-06,2.2732951623755557e-06,0.0,3.2947697590269343e-06,6.060080299497971e-07,0.0,1.9632142360973348e-06,9.798920058285421e-06,9.176237621454913e-07,1.8754188081553574e-05,1.3563047912859998e-05,0.0,1.1912020136102157e-05,2.771951095297738e-06,5.039345226798587e-06,7.540115238536238e-06,5.62858768859359e-06,0.0,9.860044987139838e-06,1.6704814920963501e-06,4.7400095369405766e-05,0.0,1.6941623361728846e-05,0.0,7.768578136431263e-06,0.0,0.0,7.812324882877042e-07
b2420,1.9053935262933872e-06,9.19466639836594e-06,1.375042914627955e-05,3.4470012642050456e-06,1.8203164129961966e-05,1.1040143621263956e-05,3.0708511590297098e-06,1.4830435326242755e-06,1.1019519315184689e-05,1.9854897758583327e-07,4.184186464623787e-06,6.055326413881057e-06,9.444477760228004e-07,2.3164438496088516e-06,2.5229088329712917e-06,4.357149061219818e-06,6.160306318867548e-06,7.766243003420647e-06,8.080107065997282e-07,0.0,2.355857083316798e-06,5.281856909466052e-05,6.05631683016024e-05,6.076356938423343e-05,6.193791880206042e-05,2.5670573443720853e-06,7.147212081661294e-05,3.8114327560343766e-05,4.031476181438869e-05,4.9010749050485483e-05,6.425970944477666e-05,0.00010271465375130998,7.465462633120146e-05,6.264305595361312e-06,4.7400095369405766e-05,0.0,8.682581972886055e-05,0.00027020232038223543,6.991720322788141e-05,7.823723020212265e-06,2.4778742464478965e-05,6.640476150445483e-06
b2421,1.3655320271769274e-05,3.218133239428076e-05,4.877105337821021e-05,1.42734981926237e-05,3.6406328259923885e-05,6.685420303987617e-05,2.6241818995344794e-05,3.757043615981495e-05,4.7676287649370525e-05,7.941959103433342e-07,4.841701480493239e-05,5.570900300770575e-05,1.6895121326630095e-05,2.290705584613197e-05,2.775199716268417e-05,3.5804398807415075e-05,4.25061136001861e-05,6.0011877753704944e-05,1.3029172643920646e-05,1.821902586440362e-05,1.2564571111022894e-05,0.0005305756714485125,0.0006689477226039815,0.0006383925622956963,0.0008115223667857495,4.749056087088355e-05,0.0007366239548675661,0.0004715781800872913,0.0008012558910608082,0.0005969257897171004,0.0005370610752863104,0.0007703599031347466,0.0006222392675810714,6.577520875129374e-05,0.0002607005245317314,0.00010292083913173194,0.0005209549183728753,0.0009963710564089468,0.0005707860567607244,1.0268636464028584e-05,0.0002477874246447897,2.5780672113494197e-05
b2422,9.463454513921556e-05,0.0002948860866332161,0.0005343330826061921,0.00014506534897807297,0.0006091992262159329,0.0007169959940698193,0.0002624181899534121,0.0002857330539522202,0.0004320101347850816,5.400532190334673e-06,0.0004130389781506435,0.0006200654247812982,0.00013327207506097288,0.00021929001776292264,0.00027398789926063737,0.0002989383138523393,0.0003726985322914259,0.000719671851650311,0.00010069833430993536,0.00015100175674051273,0.0001507748533322393,0.004039067048415179,0.004633082375072399,0.005332190755347218,0.005905803162856039,0.00032216569671867404,0.00623113930732336,0.0030176152611184393,0.004575725465933014,0.003325190820194277,0.0052139483955337025,0.009603820125747122,0.004674013468367897,0.00041657632209143397,0.0018012036240370336,0.0002940595403763523,0.004286230710517162,0.010824980460313048,0.004882755795013525,0.00013838210091999007,0.0004212386218960819,0.00016366820629623683
b2423,4.2434701658471065e-05,0.00013726323408977942,0.0002466483228112778,5.6268654439589486e-05,0.00026697974057269077,0.0003039106202408399,0.00011752984890462486,0.00013297957009192218,0.00019677713062828827,2.9385248682703317e-06,0.00013987137610311473,0.0002349466648584675,5.803106890450085e-05,8.081815208634163e-05,0.00011454006101684269,0.00012218961497760904,0.0001564717804991821,0.00028523292485282227,5.3126703958932175e-05,7.874324738000633e-05,8.402556930496574e-05,0.001049440438437315,0.0010864665343801572,0.0014590758327444964,0.001453958736258387,8.086230634770798e-05,0.00166768281905396,0.0006385882335791265,0.0009877116644524974,0.0007502414662341904,0.0013593039267952548,0.002054293075025991,0.001280749414936607,5.387302812010724e-05,7.110014305410858e-05,5.881190807527532e-05,0.0011456772798365941,0.00496496763702332,0.0013431462725353727,1.5647446040424503e-05,0.0001982299397158314,3.867100817024145e-05
b2424,3.5368867331820985e-05,0.00011197790149438513,0.00019293570895858415,4.927755328405267e-05,0.00025241720926871315,0.00027784361446843534,9.882557366331744e-05,8.156739429433262e-05,0.0001619194674883934,3.295913027924838e-06,0.0001321007440973612,0.00020830322863747453,3.819766560803329e-05,5.121914734135123e-05,7.114602908979034e-05,0.00011423308190934968,0.00012135803448163752,0.000266405669086956,3.5249467075413185e-05,5.373068644756314e-05,5.379207006906685e-05,0.0011120579275901929,0.0010827960393316445,0.0016518688862231382,0.001588685012192962,7.701172033113651e-05,0.0017891085726995095,0.0004719246739743991,0.0008163739267413182,0.0006145193919404362,0.0012532988586600909,0.0012325758450155947,0.0014244243561777374,3.487130114751123e-05,9.480019073881142e-05,3.675744254704701e-05,0.0010652045688685074,0.003968596580613546,0.0015050597958001708,4.4008441988694e-06,2.4778742464478965e-05,2.5780672113494197e-05
b2425,8.046318078742075e-05,0.00019965561322160156,0.0003736249419590586,0.00011074098427674911,0.0003895477123811694,0.000549247145157855,0.00013986331187937034,0.00011814913476567377,0.00021859128110927114,2.620846504133002e-06,0.00020263417307248992,0.00044809415462719875,5.603723471065522e-05,6.511781043897138e-05,0.00011756755161638618,0.00023585437309642273,0.00019528171030801524,0.0005231623695939597,4.3127571464760545e-05,6.484738019531808e-05,6.439342694399248e-05,0.0026213306146162384,0.001986655445044849,0.0034665241249943607,0.0031298993566906733,0.00012963639589078392,0.004281026333429147,0.0006773955489132378,0.0008113345815143663,0.000874653367670003,0.0026187004221180665,0.00436537278443023,0.003474257280111338,5.157611606847473e-05,0.0002844005722164343,0.00010292083913173194,0.0017322809887366452,0.005556035212859627,0.0030039865035976477,2.2493203683110186e-05,7.433622739343698e-05,3.828039192609746e-05
b2426,3.771091354122328e-06,7.224380741573234e-06,7.734616394782234e-06,3.1071560691425767e-06,1.213544275330796e-05,1.165348493355639e-05,4.745860882136826e-06,8.403913351537557e-06,6.521756329395017e-06,3.9709795517166655e-07,5.9774092351768345e-06,6.055326413881057e-06,1.993834193825915e-06,1.286913249782696e-06,2.5229088329712917e-06,7.577650541251859e-06,1.1088551373961604e-05,1.2473056944887706e-05,1.515020074874491e-06,6.17594097098427e-07,4.319071319414134e-06,0.00017781454935034987,0.0001917833662884076,0.00025055595276955565,0.0002450390656256702,1.540234406623248e-05,0.00027781905027102823,0.00011191752547264621,0.0001562197020307564,0.00014074881778600954,0.00020075296089317067,0.0004108586150052394,0.0002176252786447289,3.1530338163318634e-05,0.00011850023842351428,5.146041956586597e-05,0.00015882771901620812,0.0007768316710989255,0.00021915567795406136,1.2713549907844919e-05,7.433622739343698e-05,2.2655742160343495e-05
